Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH;;
26032004;09;38;1408;592;193;1278;275;682;114;1928;1481;112;570;07544
26032004;10;31;1304;357;148;1142;232;772;119;1747;1405;148;441;07407
26032004;11;27;1207;296;134;1098;180;826;121;1664;1195;168;353;06729
26032004;12;2;1099;181;110;1014;112;948;97;1503;868;192;271;05976
26032004;13;23;1106;211;125;1068;116;915;99;1535;874;191;262;05741
26032004;14;19;1009;199;84;916;103;1015;85;1391;738;163;308;05683
26032004;15;13;962;81;53;776;89;1152;75;1279;550;142;368;05922
26032004;16;19;1093;143;88;933;112;976;87;1454;777;134;410;06292
26032004;17;23;1180;247;112;1023;127;886;102;1588;966;142;433;06982
26032004;18;24;1168;239;116;1037;125;868;105;1580;990;121;456;06403
26032004;19;27;1168;267;124;1063;120;876;98;1540;944;104;480;06046
26032004;20;26;1140;261;106;1000;120;916;93;1490;962;100;511;06280
26032004;21;15;1001;97;60;811;99;1097;91;1308;778;98;508;06172
26032004;22;12;953;66;46;743;79;1185;85;1252;690;97;504;06063
26032004;23;11;972;60;41;715;66;1237;74;1258;644;99;502;06103
27032004;00;15;1021;77;52;776;94;1144;87;1307;753;94;534;06300
27032004;01;1;940;57;32;664;70;1290;79;1232;646;86;578;06488
27032004;02;12;1046;65;45;736;75;1142;78;1312;838;81;621;06746
27032004;03;11;1026;59;38;699;-200;1191;-200;1292;851;79;635;06777
27032004;04;-200;983;48;38;698;57;1209;63;1296;801;74;648;06683
27032004;05;08;915;27;19;578;32;1417;48;1212;665;82;589;06444
27032004;06;09;935;25;24;615;54;1373;59;1250;717;63;666;06410
27032004;07;11;976;42;33;669;68;1270;65;1266;795;72;629;06396
27032004;08;15;1124;78;67;842;98;1050;71;1418;936;72;639;06500
27032004;09;18;1163;128;85;919;128;922;84;1530;1076;111;505;06654
27032004;10;21;1167;184;97;966;129;942;93;1520;1016;155;361;06313
27032004;11;21;1121;156;94;955;130;992;99;1451;834;178;292;05920
27032004;12;19;1071;176;90;940;111;994;93;1449;756;176;301;06013
27032004;13;21;1065;232;100;979;106;950;96;1467;766;191;268;05861
27032004;14;25;1157;305;126;1072;137;888;114;1596;905;177;286;05735
27032004;15;19;1046;150;76;883;113;1051;101;1357;765;178;284;05737
27032004;16;22;1147;188;118;1042;122;934;108;1538;830;187;260;05555
27032004;17;23;1119;221;112;1022;137;916;117;1508;853;171;313;06038
27032004;18;27;1210;219;124;1062;165;886;125;1586;981;158;361;06440
27032004;19;3;1306;306;129;1079;196;827;133;1621;1286;147;401;06657
27032004;20;28;1258;270;122;1057;174;841;119;1633;1244;136;449;06991
27032004;21;22;1148;231;88;930;140;948;107;1475;1056;125;481;06946
27032004;22;16;1108;125;68;848;102;1023;96;1421;1003;118;508;07042
27032004;23;21;1231;122;86;924;130;906;105;1483;1245;109;561;07326
28032004;00;23;1293;161;89;937;121;930;102;1464;1200;109;559;07277
28032004;01;23;1274;101;83;912;111;939;97;1451;1188;103;581;07278
28032004;02;17;1135;95;63;827;87;1013;79;1395;1070;93;622;07294
28032004;03;22;1151;129;83;911;-200;935;-200;1501;1075;82;667;07276
28032004;04;13;1010;96;51;769;77;1110;69;1396;895;83;649;07124
28032004;05;08;870;54;26;626;39;1325;52;1284;755;96;585;07000
28032004;06;11;983;63;36;688;77;1251;62;1342;806;77;664;06990
28032004;07;14;995;72;36;691;91;1219;69;1321;836;74;680;07043
28032004;08;13;1024;91;47;747;105;1136;75;1382;897;97;586;07035
28032004;09;19;1163;127;75;880;133;959;83;1486;1073;125;501;07242
28032004;10;23;1218;193;90;938;128;918;94;1501;1088;168;369;07018
28032004;11;23;1210;188;95;958;126;933;96;1514;1036;192;313;06887
28032004;12;18;1114;151;77;887;92;1020;86;1438;768;213;264;06607
28032004;13;14;995;103;57;796;66;1159;72;1287;587;212;231;05768
28032004;14;1;927;55;38;700;50;1285;53;1189;452;186;250;05319
28032004;15;14;1002;104;48;754;70;1189;65;1260;470;180;273;05594
28032004;16;13;987;116;43;727;73;1213;70;1244;502;182;283;05848
28032004;17;13;993;93;41;714;77;1217;75;1238;516;170;314;06048
28032004;18;14;1012;93;47;746;86;1174;86;1301;555;156;350;06170
28032004;19;19;1114;155;62;823;93;1068;94;1357;671;141;402;06438
28032004;20;18;1093;115;55;789;105;1102;103;1329;788;134;432;06623
28032004;21;11;968;75;33;669;67;1261;81;1246;538;123;468;06686
28032004;22;11;960;65;32;666;63;1266;80;1224;544;119;465;06449
28032004;23;11;942;57;29;648;63;1300;77;1204;500;115;466;06319
29032004;00;09;888;40;22;598;46;1396;58;1156;417;106;480;06135
29032004;01;06;818;27;13;524;21;1588;31;1071;341;107;458;05895
29032004;02;05;840;23;11;509;22;1643;38;1076;352;104;466;05901
29032004;03;07;894;28;13;524;-200;1557;-200;1095;397;101;478;05913
29032004;04;06;864;21;12;516;39;1496;59;1153;502;113;469;06280
29032004;05;07;898;33;17;559;55;1441;70;1180;648;101;512;06341
29032004;06;09;946;40;29;643;76;1309;75;1232;760;99;507;06167
29032004;07;29;1309;279;143;1125;181;844;103;1687;1183;81;568;06150
29032004;08;41;1326;743;197;1289;259;714;134;1806;1431;109;441;05748
29032004;09;15;966;147;55;786;118;1111;98;1258;705;118;376;05184
29032004;10;15;975;97;56;793;119;1133;97;1254;637;139;332;05222
29032004;11;15;988;118;58;803;123;1105;98;1293;658;156;301;05285
29032004;12;14;971;91;55;786;92;1129;78;1272;546;165;290;05406
29032004;13;16;1010;146;65;833;91;1070;83;1332;561;175;279;05517
29032004;14;15;984;139;55;790;103;1131;92;1268;532;179;268;05446
29032004;15;14;962;155;52;776;102;1131;81;1247;535;182;261;05387
29032004;16;15;1012;128;58;801;94;1098;90;1289;525;180;271;05522
29032004;17;19;1058;166;79;896;98;996;95;1358;603;170;289;05558
29032004;18;25;1173;299;102;985;126;905;114;1477;802;161;313;05680
29032004;19;21;1127;163;82;907;108;957;106;1404;796;145;354;05839
29032004;20;16;1020;154;57;797;95;1066;99;1302;689;132;379;05733
29032004;21;12;949;80;38;700;78;1221;90;1178;553;131;344;05170
29032004;22;11;930;58;40;710;61;1278;82;1137;509;135;285;04405
29032004;23;1;900;55;28;643;55;1339;74;1089;455;124;319;04583
30032004;00;1;899;33;26;630;57;1418;76;1050;425;131;268;04023
30032004;01;07;866;33;18;569;41;1468;66;1055;436;116;336;04595
30032004;02;07;900;32;17;563;46;1402;73;1130;618;105;429;05442
30032004;03;08;949;25;14;540;-200;1457;-200;1104;747;117;387;05298
30032004;04;-200;897;29;13;529;41;1462;69;1101;693;122;372;05277
30032004;05;07;956;26;23;605;52;1341;71;1117;691;129;339;05037
30032004;06;11;1054;86;53;779;111;1080;98;1266;1013;113;403;05376
30032004;07;26;1343;294;134;1096;191;839;115;1587;1311;119;384;05341
30032004;08;4;1584;664;238;1399;244;642;130;1947;1675;133;356;05416
30032004;09;42;1556;695;215;1337;283;674;150;1852;1689;163;288;05305
30032004;10;47;1565;735;210;1324;320;695;159;1872;1688;179;282;05741
30032004;11;39;1429;649;184;1251;249;734;146;1754;1548;183;266;05529
30032004;12;37;1419;586;189;1267;219;742;138;1763;1490;208;225;05463
30032004;13;34;1373;546;171;1213;200;791;128;1711;1354;224;200;05352
30032004;14;22;1185;245;104;992;138;942;97;1448;1014;209;217;05295
30032004;15;19;1122;178;80;897;118;991;91;1372;831;191;265;05790
30032004;16;16;1085;130;62;820;99;1060;81;1325;699;181;306;06295
30032004;17;21;1249;151;97;968;112;874;99;1527;926;173;347;06788
30032004;18;22;1236;272;96;962;117;853;101;1532;928;158;404;07228
30032004;19;27;1334;301;119;1047;129;815;106;1638;1038;159;420;07541
30032004;20;24;1264;237;87;928;132;884;102;1534;1035;159;435;07790
30032004;21;13;1073;95;47;746;73;1072;84;1360;789;150;461;07833
30032004;22;12;1053;68;38;701;68;1147;81;1323;692;151;446;07574
30032004;23;15;1098;101;47;747;80;1094;91;1360;764;149;435;07302
31032004;00;13;1029;81;38;702;68;1180;82;1287;639;148;410;06850
31032004;01;1;973;50;27;631;44;1287;64;1240;541;148;408;06814
31032004;02;09;972;66;28;639;47;1222;70;1256;678;148;408;06834
31032004;03;05;832;22;10;496;-200;1613;-200;1066;381;142;361;05823
31032004;04;05;851;18;08;477;15;1699;26;1064;343;145;361;05928
31032004;05;06;909;31;15;545;44;1473;58;1131;436;146;360;05947
31032004;06;1;1038;57;35;684;85;1220;93;1279;688;144;385;06291
31032004;07;31;1636;342;156;1168;207;721;110;1926;1438;138;582;09129
31032004;08;41;1580;644;199;1295;230;639;115;1957;1489;132;611;09256
31032004;09;22;1262;216;86;924;181;872;125;1576;1093;104;744;09384
31032004;10;17;1197;117;65;837;144;957;118;1498;965;115;710;09582
31032004;11;19;1277;156;77;886;140;902;109;1579;1004;122;700;09924
31032004;12;29;1430;332;113;1025;204;779;123;1772;1166;123;733;10442
31032004;13;22;1242;232;91;944;149;846;114;1638;991;113;781;10411
31032004;14;26;1349;295;112;1023;171;804;114;1748;1054;136;692;10746
31032004;15;31;1390;386;135;1100;195;755;119;1799;1192;149;593;09974
31032004;16;23;1224;278;101;980;152;850;111;1637;1055;157;509;08997
31032004;17;24;1253;263;113;1026;128;810;103;1681;1048;152;529;09087
31032004;18;28;1312;322;118;1041;121;821;103;1712;1073;155;508;08881
31032004;19;27;1254;226;115;1033;142;819;107;1669;1068;143;529;08581
31032004;20;23;1198;221;93;953;131;882;105;1588;1019;132;560;08446
31032004;21;15;1060;109;55;787;81;1044;91;1418;833;126;570;08315
31032004;22;14;1050;105;51;769;60;1078;79;1409;759;123;578;08224
31032004;23;12;1029;84;48;754;57;1098;79;1395;749;120;584;08164
01042004;00;16;1143;106;63;825;96;986;86;1477;978;120;616;08593
01042004;01;12;1044;100;51;770;85;1031;70;1425;944;115;639;08652
01042004;02;11;1034;71;41;716;50;1085;55;1405;891;107;672;08630
01042004;03;09;956;72;40;713;-200;1099;-200;1422;849;90;731;08394
01042004;04;07;909;44;24;615;57;1237;49;1322;790;102;666;08299
01042004;05;09;996;45;29;648;64;1176;50;1340;852;110;637;08325
01042004;06;17;1154;134;74;876;153;1002;67;1561;987;96;688;08243
01042004;07;42;1510;505;198;1291;342;675;94;1949;1435;95;696;08273
01042004;08;62;1722;1042;319;1595;378;539;119;2439;1798;119;609;08455
01042004;09;46;1512;737;210;1323;304;631;139;2001;1677;162;486;08892
01042004;10;28;1258;375;117;1040;192;800;113;1701;1282;192;396;08693
01042004;11;16;1094;124;68;850;130;970;88;1489;871;197;384;08743
01042004;12;17;1129;137;74;875;106;974;73;1524;759;206;367;08797
01042004;13;17;1125;179;86;924;102;937;73;1542;790;218;339;08771
01042004;14;17;-200;222;-2000;-200;99;-200;72;-200;-200;-200;-200;-200
01042004;15;19;-200;197;-2000;-200;108;-200;81;-200;-200;-200;-200;-200
01042004;16;23;-200;319;-2000;-200;131;-200;93;-200;-200;-200;-200;-200
01042004;17;33;1308;388;164;1193;163;793;106;1193;1187;236;275;07913
01042004;18;42;1529;589;212;1331;211;700;132;2028;1399;228;321;08814
01042004;19;55;1592;840;250;1429;267;624;164;2089;1644;208;367;08878
01042004;20;49;1536;655;202;1302;269;666;161;1922;1599;183;409;08493
01042004;21;25;1192;254;108;1007;154;827;124;1604;1223;168;440;08341
01042004;22;2;1186;188;99;976;127;844;113;1570;1200;158;480;08569
01042004;23;2;1203;120;85;920;122;898;103;1529;1118;149;520;08757
02042004;00;2;1139;157;80;899;126;921;104;1514;1067;141;544;08701
02042004;01;13;1072;88;56;795;84;986;93;1442;1048;133;588;08922
02042004;02;1;954;68;32;667;58;1180;60;1350;718;133;609;09229
02042004;03;09;951;57;33;673;-200;1137;-200;1381;797;118;643;08869
02042004;04;-200;926;36;28;638;37;1195;52;1342;749;112;659;08775
02042004;05;07;968;51;26;628;56;1197;66;1372;737;113;729;09738
02042004;06;11;1067;93;43;727;91;1055;82;1448;903;114;718;09671
02042004;07;26;1386;284;130;1083;159;798;109;1833;1159;119;737;10254
02042004;08;39;1474;486;203;1306;190;634;114;2060;1365;126;702;10221
02042004;09;5;1569;798;207;1316;249;634;139;2054;1510;136;653;10136
02042004;10;33;1375;524;159;1177;196;706;127;1898;1386;169;523;10013
02042004;11;29;1328;468;142;1123;180;738;127;1821;1368;194;441;09855
02042004;12;31;1341;454;159;1176;167;748;135;1825;1347;229;338;09322
02042004;13;3;1297;461;161;1183;159;765;130;1773;1242;236;313;09001
02042004;14;27;1303;391;147;1139;152;790;126;1761;1138;247;305;09371
02042004;15;27;1281;337;140;1116;149;809;121;1703;1080;261;273;09101
02042004;16;26;1248;297;136;1103;143;872;122;1632;1002;276;228;08288
02042004;17;37;1382;588;197;1288;185;778;138;1799;1212;269;223;07792
02042004;18;45;1491;721;233;1385;223;685;165;1915;1486;243;301;09012
02042004;19;47;1620;710;241;1407;215;641;154;2052;1567;212;401;09978
02042004;20;55;1693;787;254;1439;271;618;168;2083;1723;194;425;09483
02042004;21;3;1374;415;141;1121;180;771;146;1685;1399;185;430;09074
02042004;22;19;1287;245;101;982;115;841;124;1582;1291;178;470;09467
02042004;23;23;1408;294;121;1052;149;761;124;1684;1443;168;532;10100
03042004;00;16;1254;139;90;941;98;828;106;1566;1270;171;518;09990
03042004;01;13;1141;98;63;827;73;936;88;1488;1110;162;542;09933
03042004;02;12;1141;88;53;777;69;986;83;1455;1060;151;582;09886
03042004;03;09;1042;66;38;697;-200;1056;-200;1410;965;151;576;09796
03042004;04;08;986;57;30;651;60;1145;74;1380;891;145;580;09488
03042004;05;08;1005;57;33;673;56;1103;64;1387;905;137;616;09631
03042004;06;09;1041;60;35;683;73;1112;69;1398;899;139;596;09408
03042004;07;2;1272;200;95;959;159;846;91;1660;1136;133;617;09399
03042004;08;3;1436;451;152;1154;203;704;96;1872;1391;151;558;09486
03042004;09;31;1472;422;143;1126;211;720;106;1816;1460;170;505;09684
03042004;10;-200;1418;-200;112;1023;-200;785;-200;1720;1410;197;433;09837
03042004;11;-200;1410;-200;114;1030;-200;781;-200;1743;1372;207;417;10092
03042004;12;-200;1438;-200;134;1096;-200;781;-200;1779;1266;233;358;10098
03042004;13;-200;1278;-200;106;1000;-200;866;-200;1621;1014;238;305;08897
03042004;14;-200;1257;-200;108;1006;-200;915;-200;1573;870;248;270;08325
03042004;15;-200;1331;-200;119;1046;-200;882;-200;1635;905;250;275;08575
03042004;16;-200;1361;-200;135;1102;-200;834;-200;1704;991;258;265;08675
03042004;17;-200;1398;-200;152;1156;-200;812;-200;1722;1076;251;271;08496
03042004;18;-200;1483;-200;171;1213;-200;764;-200;1798;1249;237;286;08273
03042004;19;-200;1697;-200;267;1471;-200;625;-200;2153;1548;221;368;09681
03042004;20;-200;1459;-200;142;1124;-200;736;-200;1823;1300;199;475;10912
03042004;21;-200;1268;-200;85;918;-200;873;-200;1602;1029;187;504;10772
03042004;22;-200;1469;-200;143;1128;-200;762;-200;1870;1207;181;513;10587
03042004;23;-200;1316;-200;93;952;-200;847;-200;1644;1047;175;538;10648
04042004;00;-200;1224;-200;78;892;-200;884;-200;1580;923;167;565;10634
04042004;01;-200;1215;-200;67;843;-200;929;-200;1551;862;159;592;10635
04042004;02;-200;1115;-200;54;782;-200;980;-200;1500;752;152;624;10726
04042004;03;-200;1124;-200;56;793;-200;965;-200;1521;791;147;650;10766
04042004;04;-200;1028;-200;35;682;-200;1090;-200;1448;697;143;653;10594
04042004;05;-200;1010;-200;30;650;-200;1171;-200;1434;664;137;665;10393
04042004;06;-200;1074;-200;44;731;-200;1020;-200;1488;891;129;691;10264
04042004;07;-200;1034;-200;35;684;-200;1110;-200;1423;813;137;648;10135
04042004;08;-200;1130;-200;42;720;-200;1063;-200;1461;828;153;590;10181
04042004;09;-200;1275;-200;80;900;-200;868;-200;1634;1057;181;498;10272
04042004;10;-200;1324;-200;90;939;-200;846;-200;1658;1011;215;407;10301
04042004;11;-200;1268;-200;81;902;-200;906;-200;1589;932;233;371;10457
04042004;12;-200;1272;-200;86;924;-200;895;-200;1603;881;251;338;10594
04042004;13;-200;1160;-200;71;860;-200;969;-200;1531;646;256;321;10393
04042004;14;-200;1136;-200;56;792;-200;1057;-200;1476;536;258;311;10143
04042004;15;-200;1296;-200;100;977;-200;863;-200;1642;746;261;308;10253
04042004;16;-200;1345;-200;105;996;-200;841;-200;1678;833;244;360;10850
04042004;17;-200;1296;-200;101;983;-200;845;-200;1626;802;230;362;10053
04042004;18;-200;1258;-200;100;977;-200;838;-200;1636;838;221;393;10336
04042004;19;-200;1420;-200;130;1085;-200;755;-200;1756;1051;198;446;10208
04042004;20;-200;1366;-200;105;997;-200;830;-200;1673;1041;185;489;10323
04042004;21;-200;1113;-200;52;772;-200;989;-200;1493;646;166;561;10481
04042004;22;-200;1196;-200;69;853;-200;909;-200;1556;769;158;588;10464
04042004;23;-200;1188;-200;64;829;-200;930;-200;1540;785;153;608;10501
05042004;00;-200;1102;-200;47;750;-200;1007;-200;1470;613;147;644;10717
05042004;01;-200;969;-200;24;611;-200;1239;-200;1330;430;148;633;10584
05042004;02;-200;983;-200;22;600;-200;1233;-200;1375;485;150;615;10418
05042004;03;-200;876;-200;11;505;-200;1456;-200;1294;467;155;569;09961
05042004;04;-200;884;-200;09;489;-200;1536;-200;1278;436;160;540;09742
05042004;05;-200;1024;-200;31;658;-200;1175;-200;1417;682;135;639;09809
05042004;06;-200;1126;-200;62;822;-200;945;-200;1541;927;129;653;09688
05042004;07;-200;1415;-200;132;1089;-200;767;-200;1795;1192;134;625;09582
05042004;08;-200;1631;-200;258;1449;-200;570;-200;2299;1615;145;588;09630
05042004;09;-200;1499;-200;182;1247;-200;647;-200;1972;1505;153;567;09773
05042004;10;31;1461;424;143;1127;236;703;124;1836;1451;156;574;10075
05042004;11;3;1430;339;137;1107;228;713;121;1853;1409;166;552;10382
05042004;12;32;1498;445;157;1171;206;684;114;1942;1434;170;543;10434
05042004;13;31;1454;535;154;1162;188;682;114;1915;1457;180;515;10552
05042004;14;25;1402;278;126;1069;158;733;106;1793;1325;195;475;10653
05042004;15;21;1327;256;98;971;124;803;89;1705;1120;216;417;10606
05042004;16;2;1273;245;96;963;98;832;82;1662;931;222;383;10106
05042004;17;32;1457;458;163;1190;160;678;111;1877;1212;203;428;10053
05042004;18;41;1543;710;198;1290;194;631;132;2011;1353;197;454;10312
05042004;19;39;1499;678;180;1239;174;651;121;1957;1359;188;475;10199
05042004;20;31;1378;436;136;1102;157;742;116;1796;1273;179;494;10064
05042004;21;2;1243;178;87;928;109;852;100;1622;1079;175;509;10090
05042004;22;17;1196;160;77;885;85;884;89;1589;973;174;518;10230
05042004;23;16;1137;177;73;869;90;890;92;1554;951;170;539;10363
06042004;00;1;1015;101;41;718;61;1065;71;1428;714;166;554;10408
06042004;01;08;978;66;27;635;36;1188;51;1382;579;159;570;10224
06042004;02;05;933;40;15;547;25;1357;39;1336;542;150;592;10059
06042004;03;05;927;54;19;579;-200;1267;-200;1370;562;145;614;10041
06042004;04;05;908;39;18;569;24;1303;35;1360;526;141;616;09883
06042004;05;08;980;62;34;677;73;1141;64;1435;659;146;588;09711
06042004;06;17;1236;120;85;920;164;880;94;1641;1012;144;589;09594
06042004;07;45;1664;599;241;1407;329;594;134;2198;1564;153;552;09538
06042004;08;62;1757;1084;337;1636;302;494;129;2560;1806;162;525;09576
06042004;09;44;1524;776;220;1350;256;588;125;2096;1604;184;463;09734
06042004;10;29;1329;470;141;1119;182;707;107;1823;1288;196;418;09407
06042004;11;16;1167;169;76;884;105;881;78;1580;931;202;401;09370
06042004;12;26;1369;304;145;1132;136;715;91;1818;1162;209;366;08939
06042004;13;29;1284;405;136;1103;167;755;116;1704;1064;204;347;08229
06042004;14;25;1221;297;115;1032;166;811;131;1630;913;193;354;07813
06042004;15;19;1096;220;92;947;115;872;113;1519;684;186;369;07829
06042004;16;19;1143;226;103;988;109;849;98;1590;710;188;368;07883
06042004;17;27;1251;456;140;1116;143;760;116;1716;923;175;406;08068
06042004;18;3;1268;470;150;1148;159;728;120;1776;1006;168;443;08428
06042004;19;33;1314;503;151;1150;181;726;126;1784;1083;163;477;08746
06042004;20;32;1315;459;148;1142;178;724;126;1807;1161;156;507;08947
06042004;21;18;1095;227;85;918;91;896;90;1527;800;157;494;08768
06042004;22;13;1027;152;59;808;76;996;81;1458;647;158;486;08653
06042004;23;11;1012;94;48;752;66;1053;74;1393;649;157;470;08325
07042004;00;09;948;93;40;710;56;1127;67;1352;575;157;459;08121
07042004;01;07;889;49;23;603;35;1308;46;1271;455;156;449;07920
07042004;02;04;830;30;14;538;21;1475;30;1214;392;156;444;07827
07042004;03;03;801;30;07;464;-200;1749;-200;1154;340;161;424;07718
07042004;04;03;804;30;07;468;12;1826;19;1166;320;157;454;08063
07042004;05;03;824;32;08;478;22;1705;32;1200;331;153;501;08617
07042004;06;08;1000;59;36;688;55;1257;61;1398;426;142;586;09443
07042004;07;28;1307;277;129;1082;152;777;111;1769;830;143;582;09431
07042004;08;31;1286;454;157;1171;153;716;102;1821;1006;150;520;08817
07042004;09;23;1150;211;86;925;152;865;116;1576;820;136;614;09519
07042004;10;16;1087;196;74;876;112;911;96;1554;737;161;531;09675
07042004;11;15;1016;110;66;839;119;991;97;1448;790;166;443;08294
07042004;12;16;1029;164;78;892;122;937;110;1474;760;174;403;07922
07042004;13;18;1109;151;91;943;115;883;103;1604;767;181;422;08679
07042004;14;14;997;112;61;817;84;1030;79;1426;626;144;518;08433
07042004;15;19;1177;117;75;880;146;927;104;1552;776;109;764;09953
07042004;16;12;1045;120;59;808;65;1038;69;1421;589;164;477;08819
07042004;17;23;1171;251;127;1073;120;847;96;1623;872;180;371;07598
